,Value
0,0.1631799945533769
1,0.15744246732026143
2,0.15302315631808278
3,0.15033195533769064
4,0.14709449074074074
5,0.14619303649237472
6,0.14250686819172112
7,0.14096946895424836
8,0.1401291857298475
9,0.13942675381263617
10,0.13912771786492376
11,0.13933093954248366
12,0.13777096132897604
13,0.1376967619825708
14,0.13712599400871459
15,0.13515306917211328
16,0.13616946895424836
17,0.13576937363834424
18,0.1358989297385621
19,0.13562877178649238
20,0.13474764978213508
21,0.1340859722222222
22,0.13407949074074074
23,0.13536795479302832
24,0.13567208061002178
25,0.13406005174291938
26,0.13527330882352942
27,0.13370570533769063
28,0.13330484749455337
29,0.1330448093681917
30,0.1320331209150327
31,0.13186596949891066
32,0.13226600217864923
33,0.13262877723311547
34,0.13256410130718954
35,0.1322299183006536
36,0.1325906454248366
37,0.13300054193899782
38,0.13190083061002178
39,0.13253567265795207
40,0.13201153867102397
41,0.13172933823529412
42,0.1317539351851852
43,0.13231972494553376
44,0.13229892156862746
45,0.13294064270152506
46,0.1352009368191721
47,0.13406914215686275
48,0.13453474128540305
49,0.13483509531590415
50,0.13300669934640522
51,0.13440471949891067
52,0.1351975
53,0.1353900871459695
54,0.1348922440087146
55,0.1342612145969499
56,0.13510035947712418
57,0.13574847766884532
58,0.13542828159041395
59,0.1353470179738562
60,0.1354377096949891
61,0.13490397603485837
62,0.13612447167755992
63,0.13710171840958604
64,0.13681814270152506
65,0.13620345588235294
66,0.13688813180827886
67,0.13649784041394336
68,0.13524916666666667
69,0.13514772875816994
70,0.1333274537037037
71,0.1326416693899782
72,0.1315654411764706
73,0.13331438453159042
74,0.13153667755991286
75,0.13113790305010894
76,0.13105847494553377
77,0.13108552559912853
78,0.1319429357298475
79,0.13168343954248365
80,0.13105916666666667
81,0.13099187091503267
82,0.1317625462962963
83,0.13242579248366013
84,0.13159228213507626
85,0.13134783496732025
86,0.1308863779956427
87,0.13178232843137255
88,0.1326667565359477
89,0.13172869281045751
90,0.13141821623093683
91,0.1329732325708061
92,0.1341031454248366
93,0.13557669389978214
94,0.13422848039215687
95,0.1344716911764706
96,0.1356284885620915
97,0.13569610021786493
98,0.13527211328976035
99,0.13550412854030502
100,0.6452168763616558
101,0.5985217020697168
102,0.5609234068627451
103,0.5233166530501089
104,0.4932494580610022
105,0.46586742102396517
106,0.43999249727668843
107,0.41815575163398694
108,0.4013379656862745
109,0.3851540550108932
110,0.3676314297385621
111,0.3584422930283224
112,0.3466269389978214
113,0.337934447167756
114,0.3297156290849673
115,0.32311857843137254
116,0.3124311683006536
117,0.30896659586056646
118,0.29956195261437907
119,0.2967610239651416
120,0.29399447440087145
121,0.2901604003267974
122,0.28611431644880175
123,0.2822042456427015
124,0.2819512608932462
125,0.2794260239651416
126,0.2753776089324619
127,0.27565076525054466
128,0.27304808006535947
129,0.2688419063180828
130,0.268227589869281
131,0.2643532216775599
132,0.2647598039215686
133,0.26456292755991284
134,0.2649636274509804
135,0.26630142701525056
136,0.26919961873638343
137,0.2684974319172113
138,0.2667421432461874
139,0.2684177614379085
140,0.26850389705882355
141,0.26703644335511983
142,0.26809230392156863
143,0.26708568355119827
144,0.2655690468409586
145,0.2673239488017429
146,0.26538536492374726
147,0.2632789106753813
148,0.26345864379084966
149,0.26109202614379085
150,0.25903324074074074
151,0.2599553022875817
152,0.2608268899782135
153,0.26366224673202615
154,0.26245370098039217
155,0.2625075462962963
156,0.2634647086056645
157,0.26412529956427017
158,0.2603782434640523
159,0.26135016612200435
160,0.2610909967320261
161,0.26508615468409585
162,0.2649445261437908
163,0.26662874727668845
164,0.2654606508714597
165,0.2642428077342048
166,0.2646674863834423
167,0.26447159041394336
168,0.2662897794117647
169,0.26669294389978215
170,0.2648684422657952
171,0.26399021786492377
172,0.2645324945533769
173,0.26176649237472766
174,0.2623063316993464
175,0.26098231209150324
176,0.2616714433551198
177,0.2633479193899782
178,0.26295706427015253
179,0.26409937908496733
180,0.2622619008714597
181,0.26155535403050106
182,0.26542761710239654
183,0.2638040277777778
184,0.26277105936819173
185,0.2649447794117647
186,0.26378602668845313
187,0.2629006236383442
188,0.2621599809368192
189,0.26249981209150325
190,0.2596367238562092
191,0.25930587962962964
192,0.26059748638344227
193,0.2608767892156863
194,0.2574996105664488
195,0.2570058796296296
196,0.25161812908496733
197,0.2515222848583878
198,0.24981734477124182
199,0.2496400517429194
200,0.636812325708061
201,0.57380450708061
202,0.5196448910675381
203,0.4712897031590414
204,0.42921141067538127
205,0.39342615468409586
206,0.36286566721132896
207,0.33332846405228755
208,0.30960053376906316
209,0.28917910403050107
210,0.27229720588235296
211,0.2537496868191721
212,0.2400414488017429
213,0.2260947440087146
214,0.21492498366013071
215,0.2060105065359477
216,0.19876806100217864
217,0.18953207244008716
218,0.18606739923747276
219,0.17985206427015252
220,0.1747850354030501
221,0.1697905473856209
222,0.16499986111111112
223,0.15970864379084967
224,0.1547778267973856
225,0.15047316448801742
226,0.1493349645969499
227,0.14685063453159042
228,0.14522015250544662
229,0.14368180010893247
230,0.14329779956427016
231,0.14202731753812636
232,0.14169777777777778
233,0.14063787309368192
234,0.139229272875817
235,0.13932697440087147
236,0.13936898965141611
237,0.13889096405228757
238,0.13795010620915032
239,0.1367958660130719
240,0.13579237472766884
241,0.1361808251633987
242,0.1355488262527233
243,0.13495170751633986
244,0.13419140522875816
245,0.133804447167756
246,0.13335900871459694
247,0.13389790032679738
248,0.13374959694989108
249,0.13363453703703704
250,0.1326896568627451
251,0.13137782135076254
252,0.13089237472766885
253,0.13069367647058824
254,0.13088809640522875
255,0.13164313725490195
256,0.13167459694989106
257,0.1313434422657952
258,0.13278571078431373
259,0.13318921296296296
260,0.13233482026143792
261,0.13378886437908497
262,0.1352503022875817
263,0.13566989651416123
264,0.13624306644880174
265,0.1369065468409586
266,0.1349714133986928
267,0.13397406590413943
268,0.1336884776688453
269,0.13290994553376906
270,0.1327394825708061
271,0.1307713616557734
272,0.130314651416122
273,0.13098708333333334
274,0.13122528867102395
275,0.13111583333333332
276,0.13206661764705882
277,0.13134211328976034
278,0.13129268790849674
279,0.1303931345315904
280,0.13002521786492374
281,0.12967735021786492
282,0.130361772875817
283,0.1306489814814815
284,0.13087000544662308
285,0.1289376851851852
286,0.12901447984749456
287,0.12961819444444445
288,0.13065707244008715
289,0.1311949591503268
290,0.1325673774509804
291,0.1321688480392157
292,0.13203411220043573
293,0.13292180010893245
294,0.13273926470588235
295,0.1317538371459695
296,0.13248376633986927
297,0.13260455610021787
298,0.13208255174291939
299,0.13327425925925926
300,0.648029994553377
301,0.600708954248366
302,0.5582431617647059
303,0.5227789215686275
304,0.4912872331154684
305,0.46221215958605666
306,0.43738447440087147
307,0.41570563180827885
308,0.3978978267973856
309,0.3830741394335512
310,0.36677660675381263
311,0.3561487717864924
312,0.34783744553376905
313,0.3385777096949891
314,0.3317964896514161
315,0.3247246868191721
316,0.31378332788671026
317,0.3034703839869281
318,0.2997005909586057
319,0.2972210593681917
320,0.29446509531590415
321,0.2909495098039216
322,0.28773313725490196
323,0.2851885893246187
324,0.2857573366013072
325,0.2832934068627451
326,0.2821035539215686
327,0.2795375217864924
328,0.27997354847494554
329,0.27988093137254905
330,0.27695122276688455
331,0.27513471405228757
332,0.2749345697167756
333,0.2736842320261438
334,0.2693701034858388
335,0.2700785593681917
336,0.26762136437908496
337,0.26755110021786493
338,0.26509799836601305
339,0.2650781781045752
340,0.2637407897603486
341,0.26616425925925924
342,0.2684313262527233
343,0.2695519498910675
344,0.27118288126361656
345,0.2713069961873638
346,0.26827400326797385
347,0.2688092973856209
348,0.26812444716775596
349,0.2696415223311547
350,0.2690366503267974
351,0.26984889161220044
352,0.26901572167755994
353,0.2701513425925926
354,0.2681177805010893
355,0.2699
356,0.2690754466230937
357,0.2676677478213508
358,0.2665007434640523
359,0.2682726579520697
360,0.2648992293028322
361,0.2672521759259259
362,0.26894549836601306
363,0.26690978758169936
364,0.2664798311546841
365,0.2676219498910675
366,0.26765257352941174
367,0.26850445533769063
368,0.2676840931372549
369,0.2668052314814815
370,0.2660210539215686
371,0.2635808850762527
372,0.2635898066448802
373,0.2647580936819172
374,0.2656119880174292
375,0.26739789215686277
376,0.2676911328976035
377,0.26680134531590416
378,0.2634604193899782
379,0.26661276416122004
380,0.2673696759259259
381,0.2658020125272331
382,0.26678077614379087
383,0.2650417483660131
384,0.26602873093681917
385,0.266447529956427
386,0.2688922140522876
387,0.267834332788671
388,0.26848834694989104
389,0.26762123093681917
390,0.2669786165577342
391,0.26680885076252725
392,0.2688378104575163
393,0.2705123583877996
394,0.26943572440087143
395,0.26755108387799564
396,0.26554201525054466
397,0.2663702369281046
398,0.2658443600217865
399,0.264485378540305
400,0.6282290631808279
401,0.568758281590414
402,0.5159936111111111
403,0.4692936873638344
404,0.4267288017429194
405,0.3929384586056645
406,0.3612885239651416
407,0.3338387908496732
408,0.3090913725490196
409,0.28704367102396516
410,0.26821288126361653
411,0.2521673148148148
412,0.2394200517429194
413,0.22416542755991287
414,0.21323199074074073
415,0.20280601034858386
416,0.19517709422657953
417,0.18624618736383441
418,0.17814759531590413
419,0.17268550381263617
420,0.16788664215686275
421,0.16262725217864923
422,0.16034934368191722
423,0.15677053921568626
424,0.15402162309368192
425,0.15154927559912854
426,0.14831242102396514
427,0.14634461873638344
428,0.14499488562091503
429,0.14279428921568627
430,0.14223599128540304
431,0.14185463235294118
432,0.14100881808278867
433,0.1399659694989107
434,0.1400647276688453
435,0.13941071350762527
436,0.13888673474945534
437,0.1384529357298475
438,0.1384935403050109
439,0.13851656045751634
440,0.1382920288671024
441,0.13664513071895426
442,0.1356254711328976
443,0.13519226579520696
444,0.13376452614379086
445,0.13355971677559914
446,0.13319321078431373
447,0.13289437091503267
448,0.13439345043572984
449,0.13316187363834422
450,0.133269302832244
451,0.13334941448801743
452,0.13260100490196078
453,0.13222182189542483
454,0.1328361165577342
455,0.13154862472766884
456,0.1303533905228758
457,0.13059423747276688
458,0.12930723583877995
459,0.1297347603485839
460,0.12885834422657952
461,0.12900681644880174
462,0.12931802832244008
463,0.13061974673202614
464,0.1308072549019608
465,0.12956273148148148
466,0.12852887527233114
467,0.12970051470588234
468,0.12886200980392157
469,0.1307384368191721
470,0.13167419117647058
471,0.1312624482570806
472,0.13126180555555556
473,0.13071433278867103
474,0.13099381535947713
475,0.13049797385620915
476,0.1315671051198257
477,0.13244971132897604
478,0.1315944362745098
479,0.1322648474945534
480,0.13081114923747278
481,0.13091559640522876
482,0.1312059477124183
483,0.13198511165577342
484,0.13135571350762526
485,0.1319928540305011
486,0.13186060185185186
487,0.13298021786492376
488,0.13191622004357298
489,0.13392704520697168
490,0.13323725490196078
491,0.13304505446623094
492,0.13347802015250546
493,0.13380205337690632
494,0.13422197984749457
495,0.13399067265795206
496,0.13281136710239652
497,0.13240595860566448
498,0.13173498366013073
499,0.13242018246187365
500,0.6459910893246187
501,0.598982031590414
502,0.556490751633987
503,0.5219112418300653
504,0.4888434068627451
505,0.4629329520697168
506,0.44118437091503265
507,0.41999868464052287
508,0.4022881699346405
509,0.3823140522875817
510,0.3697882679738562
511,0.35755708333333336
512,0.34929635348583876
513,0.33835178921568626
514,0.33039278594771243
515,0.32615503540305013
516,0.31656519880174294
517,0.3097255310457516
518,0.3062341094771242
519,0.2994952287581699
520,0.2933001715686275
521,0.290436045751634
522,0.2867175245098039
523,0.28639014705882354
524,0.282642704248366
525,0.28036999183006533
526,0.2784008823529412
527,0.2767147194989107
528,0.2782237663398693
529,0.2773933959694989
530,0.27645306100217865
531,0.27338704520697166
532,0.272797121459695
533,0.27290429466230937
534,0.27063152777777777
535,0.27066370642701526
536,0.2728393518518519
537,0.2728075
538,0.2712614978213508
539,0.2735722984749455
540,0.27146894335511984
541,0.27129717864923747
542,0.2694305746187364
543,0.2677053839869281
544,0.2703464079520697
545,0.2685487581699346
546,0.2677892075163399
547,0.26606542211328976
548,0.2633259395424837
549,0.26491024237472766
550,0.2647875108932462
551,0.2643784340958606
552,0.2640240359477124
553,0.25886628812636164
554,0.2605263371459695
555,0.2586013208061002
556,0.26132947712418303
557,0.2630340413943355
558,0.266600089869281
559,0.26444411220043573
560,0.26245266612200435
561,0.26331082244008713
562,0.2630902450980392
563,0.2646577913943355
564,0.2650086683006536
565,0.2625911111111111
566,0.263047121459695
567,0.26347639705882353
568,0.263759855664488
569,0.2613008033769063
570,0.26265106753812634
571,0.2633989950980392
572,0.26298191448801744
573,0.2625060838779956
574,0.26187509531590414
575,0.2602574128540305
576,0.26315537581699344
577,0.2615541911764706
578,0.26544404411764705
579,0.26306145152505445
580,0.2634546105664488
581,0.2613536955337691
582,0.26135914760348583
583,0.2622265168845316
584,0.261980727124183
585,0.2663216911764706
586,0.26359767701525055
587,0.26627204793028325
588,0.2657336846405229
589,0.2676291966230937
590,0.2692841394335512
591,0.2685750490196078
592,0.2702833769063181
593,0.26871086328976035
594,0.2700737717864924
595,0.26922113289760347
596,0.26648619553376907
597,0.26588099945533766
598,0.266214621459695
599,0.2628409831154684
600,0.6326583905228759
601,0.5716149428104575
602,0.5192427069716775
603,0.4711530746187364
604,0.43022452614379086
605,0.3953390713507625
606,0.3635511192810458
607,0.33476209150326797
608,0.309117848583878
609,0.28784925108932463
610,0.26976775326797386
611,0.2534944716775599
612,0.24022530773420478
613,0.22895227124183007
614,0.2189984586056645
615,0.20845877450980393
616,0.19998348583877995
617,0.1918827450980392
618,0.18467639433551197
619,0.18017847494553377
620,0.1752054302832244
621,0.17149208061002177
622,0.16606483387799564
623,0.16223720043572984
624,0.15984803104575163
625,0.15727138616557734
626,0.15442722494553376
627,0.15062353758169936
628,0.1489544989106754
629,0.147232181372549
630,0.1467791639433551
631,0.14472998638344226
632,0.14452399237472766
633,0.14333915305010894
634,0.14274311819172114
635,0.1413637908496732
636,0.14084468954248366
637,0.14032444444444445
638,0.1397480882352941
639,0.13752343137254902
640,0.13811929738562093
641,0.13678996187363834
642,0.137058052832244
643,0.1376586002178649
644,0.13769721677559912
645,0.1364220697167756
646,0.13570327614379085
647,0.1352644362745098
648,0.13475211873638343
649,0.1342540413943355
650,0.13412462418300652
651,0.13446811274509804
652,0.1346293545751634
653,0.13414293845315906
654,0.13314475762527234
655,0.13346916122004357
656,0.13303293845315903
657,0.13442122821350763
658,0.13331132625272332
659,0.13345586873638343
660,0.13286800925925926
661,0.13373889433551198
662,0.13340327614379086
663,0.13274836056644881
664,0.13265558551198256
665,0.1321135294117647
666,0.13104759531590415
667,0.13011465958605664
668,0.1291618082788671
669,0.12829059095860568
670,0.1281516911764706
671,0.12917577069716776
672,0.1303467211328976
673,0.1295316639433551
674,0.13022831699346404
675,0.12959808551198257
676,0.12885470588235295
677,0.1295683605664488
678,0.1296407625272331
679,0.13063260348583877
680,0.1307795125272331
681,0.12993804193899783
682,0.12911703159041393
683,0.1288761574074074
684,0.13056402777777779
685,0.1305777450980392
686,0.12982055010893245
687,0.1300916748366013
688,0.13105097766884533
689,0.13236582788671025
690,0.1319996623093682
691,0.13275285130718953
692,0.13330502450980392
693,0.13211666122004356
694,0.12903682189542484
695,0.13014329248366013
696,0.13021412581699346
697,0.13067634803921568
698,0.13084665032679738
699,0.13014466503267974
700,0.643544272875817
701,0.5962084885620915
702,0.5571676198257081
703,0.5206727614379085
704,0.48783903594771244
705,0.46239241557734206
706,0.43604792211328974
707,0.41813105664488015
708,0.3994613888888889
709,0.38290872549019606
710,0.3669349836601307
711,0.3559420996732026
712,0.345119158496732
713,0.3374402287581699
714,0.3304137636165577
715,0.3199557325708061
716,0.31592161764705884
717,0.3098153404139434
718,0.3059370751633987
719,0.30294835784313723
720,0.2971242293028322
721,0.290847470043573
722,0.287044855664488
723,0.2850919607843137
724,0.2838649074074074
725,0.28267742102396515
726,0.2821505473856209
727,0.28219617102396516
728,0.2799917946623094
729,0.27730231209150324
730,0.27655897331154683
731,0.2774534831154684
732,0.2755940767973856
733,0.274603311546841
734,0.27603604302832246
735,0.2771310430283224
736,0.2776687037037037
737,0.2752062745098039
738,0.27484485294117644
739,0.27588233387799566
740,0.2746357734204793
741,0.27404324074074077
742,0.2719363126361656
743,0.2732820969498911
744,0.27256256535947715
745,0.27352863017429196
746,0.2724562908496732
747,0.2707514950980392
748,0.2718249891067538
749,0.2716677832244009
750,0.2739240277777778
751,0.27328160675381263
752,0.2736690114379085
753,0.27282680283224403
754,0.2707860348583878
755,0.2695369498910675
756,0.26985767701525054
757,0.2703139297385621
758,0.2686354765795207
759,0.2652717592592593
760,0.2682053594771242
761,0.27116392156862745
762,0.2723124782135076
763,0.26800000816993463
764,0.2691289188453159
765,0.2672136274509804
766,0.26956418572984747
767,0.26922060185185187
768,0.2693009204793028
769,0.2690075680827887
770,0.2690841394335512
771,0.2705938725490196
772,0.2682992837690632
773,0.26767994008714596
774,0.26729743736383443
775,0.26522247004357297
776,0.2627365849673203
777,0.2647788725490196
778,0.26463535130718957
779,0.2645120969498911
780,0.2617851089324619
781,0.26300234477124185
782,0.26132101579520695
783,0.26068983387799566
784,0.2596514515250545
785,0.260015029956427
786,0.2600472031590414
787,0.26060120642701523
788,0.2607906018518519
789,0.26218146786492375
790,0.261125901416122
791,0.2608539433551198
792,0.25697322440087145
793,0.25505807189542484
794,0.2569477423747277
795,0.2575485539215686
796,0.2594373910675381
797,0.2608047494553377
798,0.2596141448801743
799,0.2615853976034858
800,0.6322905092592592
801,0.5737761328976035
802,0.5192468845315904
803,0.47079943355119824
804,0.4297859422657952
805,0.3926314651416122
806,0.3609055337690632
807,0.33276370098039215
808,0.3073939351851852
809,0.2864543300653595
810,0.267019621459695
811,0.2525709422657952
812,0.23708509531590413
813,0.22639214324618737
814,0.21630950163398693
815,0.20616998910675383
816,0.1976642565359477
817,0.19077776416122005
818,0.1838788017429194
819,0.17695235566448803
820,0.17102145697167756
821,0.16663057189542482
822,0.16276949891067538
823,0.1592256508714597
824,0.15650495098039216
825,0.15392429193899781
826,0.1511788425925926
827,0.14942234204793028
828,0.14636949074074074
829,0.14512862472766885
830,0.14364889161220043
831,0.1424270588235294
832,0.14138184640522874
833,0.1404548774509804
834,0.13910197440087146
835,0.13700484749455338
836,0.13683748093681916
837,0.1358080882352941
838,0.13403096132897604
839,0.13409063725490197
840,0.13437604575163398
841,0.13327381535947713
842,0.13450391612200435
843,0.1341128894335512
844,0.13459097222222222
845,0.13296617374727668
846,0.1339048148148148
847,0.1347368600217865
848,0.13505623910675382
849,0.13530193355119827
850,0.13389391067538126
851,0.1352494716775599
852,0.13499110838779957
853,0.13417938725490197
854,0.13463703703703703
855,0.13532502178649236
856,0.13355407952069717
857,0.13194403867102397
858,0.13279178921568627
859,0.13394644335511982
860,0.1331090114379085
861,0.134058052832244
862,0.13325879357298476
863,0.1340970533769063
864,0.13317128812636164
865,0.13362573529411764
866,0.1338798148148148
867,0.13408661764705881
868,0.13406498093681918
869,0.13522615468409585
870,0.1340543382352941
871,0.13371404139433551
872,0.13283128812636166
873,0.1326057543572985
874,0.13312994008714596
875,0.13262282135076253
876,0.13086339052287582
877,0.13191973039215688
878,0.13252184368191722
879,0.13295107843137255
880,0.13438377723311548
881,0.134591917211329
882,0.13304106753812636
883,0.1334869253812636
884,0.13377795479302831
885,0.1326059477124183
886,0.13162841503267975
887,0.13123229575163398
888,0.1327035294117647
889,0.13258046840958607
890,0.13056588779956427
891,0.13024569989106755
892,0.13076788671023964
893,0.13121959694989108
894,0.13194788671023966
895,0.13154571078431374
896,0.1319123720043573
897,0.1314921868191721
898,0.13055803921568626
899,0.13031838779956428
900,0.64968977124183
901,0.600342380174292
902,0.5559031454248367
903,0.5169788425925926
904,0.48621316448801744
905,0.4610093518518519
906,0.4389241394335512
907,0.41856064814814814
908,0.3999759831154684
909,0.384176220043573
910,0.3677055637254902
911,0.3554980909586057
912,0.3457735484749455
913,0.3334286846405229
914,0.32632808823529413
915,0.317511712962963
916,0.3108353022875817
917,0.30630431644880174
918,0.30103885620915033
919,0.2936401007625272
920,0.2920053104575163
921,0.28929825708061
922,0.28617182734204794
923,0.2860423774509804
924,0.2853707679738562
925,0.28287823529411765
926,0.2806457461873638
927,0.2793185403050109
928,0.27801882897603486
929,0.2749024564270153
930,0.2719201116557734
931,0.2704985648148148
932,0.2707822630718954
933,0.27250426470588235
934,0.2725151089324619
935,0.27361733387799564
936,0.27321261165577343
937,0.27184250816993466
938,0.2726834885620915
939,0.27368298747276687
940,0.2721902614379085
941,0.2706777859477124
942,0.2730802559912854
943,0.27154231753812635
944,0.2700767837690632
945,0.26908766339869283
946,0.26927372821350765
947,0.269951628540305
948,0.2694960430283224
949,0.26705970588235295
950,0.26537404956427013
951,0.2665739433551198
952,0.2666848039215686
953,0.26497880446623095
954,0.2630408142701525
955,0.2629931399782135
956,0.26449208877995645
957,0.26304315359477126
958,0.26417253540305013
959,0.2634913235294118
960,0.26293187908496735
961,0.25950264433551196
962,0.259766977124183
963,0.25994933551198257
964,0.26071355936819174
965,0.2612287445533769
966,0.2595235702614379
967,0.2602332598039216
968,0.2611495234204793
969,0.2611043600217865
970,0.263374098583878
971,0.264735901416122
972,0.2631967647058824
973,0.26080739379084966
974,0.259572295751634
975,0.2633947630718954
976,0.26501694444444446
977,0.26672727668845314
978,0.26478577614379084
979,0.2644255038126362
980,0.26259943899782134
981,0.2640302151416122
982,0.2656060049019608
983,0.2625894362745098
984,0.26211871732026143
985,0.2607726906318083
986,0.2594819825708061
987,0.26104099128540303
988,0.2603392973856209
989,0.26097073529411763
990,0.2633345860566449
991,0.26434739379084965
992,0.26205980119825706
993,0.26053207244008714
994,0.2610034068627451
995,0.26209062363834423
996,0.26184406045751635
997,0.2610795343137255
998,0.2624536029411765
999,0.25873671296296297
1000,0.6346773937908496
1001,0.5725608333333333
1002,0.5191717810457517
1003,0.471191424291939
1004,0.42798707244008716
1005,0.3912803867102396
1006,0.35986371732026146
1007,0.3318569335511983
1008,0.309316538671024
1009,0.2888409558823529
1010,0.2717307489106754
1011,0.2554166639433551
1012,0.2401779765795207
1013,0.2279682734204793
1014,0.2178188425925926
1015,0.20913210784313727
1016,0.19684138071895424
1017,0.1898858088235294
1018,0.1847008551198257
1019,0.17913451525054466
1020,0.17532031045751634
1021,0.17094416666666667
